hit_id,hit_symbol,input_id,input_symbol,functional_sim_score,functional_sim_rank,phenotype_sim_score,phenotype_sim_rank,num_protein_interactions
HGNC:3587,FANCF,HGNC:3583,FANCB,1.0,1.0,,,1.0
HGNC:3587,FANCF,HGNC:20748,FANCL,,,,,1.0
HGNC:3587,FANCF,HGNC:23845,SLX4,,,,,1.0
HGNC:3587,FANCF,HGNC:25568,FANCI,,,,,1.0
HGNC:3587,FANCF,HGNC:3436,ERCC4,,,,,1.0
HGNC:3587,FANCF,HGNC:3582,FANCA,,,,,1.0
HGNC:3587,FANCF,HGNC:3584,FANCC,,,,,1.0
HGNC:3587,FANCF,HGNC:3585,FANCD2,,,,,1.0
HGNC:3587,FANCF,HGNC:1101,BRCA2,,,,,1.0
HGNC:3587,FANCF,HGNC:9817,RAD51,,,0.917989417989418,11.0,
HGNC:3587,FANCF,HGNC:3588,FANCG,,,0.9719887955182073,3.0,1.0
HGNC:3587,FANCF,HGNC:23168,FANCM,,,0.9429347826086957,7.0,1.0
HGNC:3587,FANCF,HGNC:9820,RAD51C,,,0.8852040816326531,21.0,1.0
HGNC:3587,FANCF,HGNC:25009,UBE2T,,,0.9722222222222222,1.0,1.0
HGNC:3587,FANCF,HGNC:3586,FANCE,0.9166666666666666,3.0,,,1.0
HGNC:3587,FANCF,HGNC:26144,PALB2,,,0.8349282296650717,35.0,1.0
HGNC:9820,RAD51C,HGNC:3587,FANCF,,,0.8852040816326531,21.0,1.0
HGNC:9820,RAD51C,HGNC:23168,FANCM,,,0.8571428571428571,27.0,1.0
HGNC:9820,RAD51C,HGNC:20473,BRIP1,,,,,1.0
HGNC:9820,RAD51C,HGNC:9817,RAD51,,,0.8498789346246973,31.0,1.0
HGNC:9820,RAD51C,HGNC:3588,FANCG,,,0.8762626262626263,25.0,1.0
HGNC:9820,RAD51C,HGNC:25568,FANCI,,,,,1.0
HGNC:9820,RAD51C,HGNC:3436,ERCC4,,,,,1.0
HGNC:9820,RAD51C,HGNC:3586,FANCE,,,,,1.0
HGNC:9820,RAD51C,HGNC:3582,FANCA,,,,,1.0
HGNC:9820,RAD51C,HGNC:26144,PALB2,,,0.8571428571428571,27.0,1.0
HGNC:9820,RAD51C,HGNC:3585,FANCD2,,,,,1.0
HGNC:9820,RAD51C,HGNC:3583,FANCB,,,,,1.0
HGNC:9820,RAD51C,HGNC:23845,SLX4,,,,,1.0
HGNC:9820,RAD51C,HGNC:1101,BRCA2,,,,,1.0
HGNC:9820,RAD51C,HGNC:3584,FANCC,,,,,1.0
HGNC:9820,RAD51C,HGNC:12829,XRCC2,,,,,1.0
HGNC:9820,RAD51C,HGNC:20748,FANCL,,,,,1.0
HGNC:9820,RAD51C,HGNC:25009,UBE2T,,,0.8866498740554156,19.0,1.0
HGNC:23168,FANCM,HGNC:3586,FANCE,,,,,1.0
HGNC:23168,FANCM,HGNC:20473,BRIP1,,,,,1.0
HGNC:23168,FANCM,HGNC:3584,FANCC,,,,,1.0
HGNC:23168,FANCM,HGNC:3436,ERCC4,,,,,1.0
HGNC:23168,FANCM,HGNC:3585,FANCD2,,,,,1.0
HGNC:23168,FANCM,HGNC:3583,FANCB,,,,,1.0
HGNC:23168,FANCM,HGNC:3582,FANCA,,,,,1.0
HGNC:23168,FANCM,HGNC:1101,BRCA2,,,,,1.0
HGNC:23168,FANCM,HGNC:23845,SLX4,,,,,1.0
HGNC:23168,FANCM,HGNC:25568,FANCI,,,,,1.0
HGNC:23168,FANCM,HGNC:3587,FANCF,,,0.9429347826086957,7.0,1.0
HGNC:23168,FANCM,HGNC:3588,FANCG,,,0.9327956989247311,9.0,1.0
HGNC:23168,FANCM,HGNC:9820,RAD51C,,,0.8571428571428571,27.0,1.0
HGNC:23168,FANCM,HGNC:25009,UBE2T,,,0.917989417989418,11.0,1.0
HGNC:23168,FANCM,HGNC:26144,PALB2,,,0.7977011494252874,39.0,1.0
HGNC:23168,FANCM,HGNC:9817,RAD51,,,0.8829516539440203,23.0,
HGNC:23168,FANCM,HGNC:1100,BRCA1,,,,,1.0
HGNC:23168,FANCM,HGNC:20748,FANCL,,,,,1.0
HGNC:26144,PALB2,HGNC:20748,FANCL,,,,,1.0
HGNC:26144,PALB2,HGNC:3584,FANCC,,,,,1.0
HGNC:26144,PALB2,HGNC:12829,XRCC2,,,,,1.0
HGNC:26144,PALB2,HGNC:1101,BRCA2,,,,,1.0
HGNC:26144,PALB2,HGNC:23845,SLX4,,,,,1.0
HGNC:26144,PALB2,HGNC:20473,BRIP1,,,,,1.0
HGNC:26144,PALB2,HGNC:3583,FANCB,,,,,1.0
HGNC:26144,PALB2,HGNC:3588,FANCG,,,0.8183962264150944,37.0,1.0
HGNC:26144,PALB2,HGNC:3587,FANCF,,,0.8349282296650717,35.0,1.0
HGNC:26144,PALB2,HGNC:9820,RAD51C,,,0.8571428571428571,27.0,1.0
HGNC:26144,PALB2,HGNC:23168,FANCM,,,0.7977011494252874,39.0,1.0
HGNC:26144,PALB2,HGNC:25568,FANCI,,,,,1.0
HGNC:26144,PALB2,HGNC:3582,FANCA,,,,,1.0
HGNC:26144,PALB2,HGNC:3586,FANCE,,,,,1.0
HGNC:26144,PALB2,HGNC:25009,UBE2T,,,0.8412322274881516,33.0,1.0
HGNC:26144,PALB2,HGNC:9817,RAD51,,,0.7959183673469388,41.0,1.0
HGNC:26144,PALB2,HGNC:3585,FANCD2,,,,,1.0
HGNC:3588,FANCG,HGNC:3436,ERCC4,,,,,1.0
HGNC:3588,FANCG,HGNC:25568,FANCI,,,,,1.0
HGNC:3588,FANCG,HGNC:20748,FANCL,,,,,1.0
HGNC:3588,FANCG,HGNC:23845,SLX4,,,,,1.0
HGNC:3588,FANCG,HGNC:1101,BRCA2,,,,,1.0
HGNC:3588,FANCG,HGNC:3582,FANCA,,,,,1.0
HGNC:3588,FANCG,HGNC:3583,FANCB,,,,,1.0
HGNC:3588,FANCG,HGNC:3584,FANCC,,,,,1.0
HGNC:3588,FANCG,HGNC:26144,PALB2,,,0.8183962264150944,37.0,1.0
HGNC:3588,FANCG,HGNC:9820,RAD51C,,,0.8762626262626263,25.0,1.0
HGNC:3588,FANCG,HGNC:9817,RAD51,,,0.9083769633507853,15.0,
HGNC:3588,FANCG,HGNC:3585,FANCD2,,,,,1.0
HGNC:3588,FANCG,HGNC:23168,FANCM,,,0.9327956989247311,9.0,1.0
HGNC:3588,FANCG,HGNC:3586,FANCE,,,,,1.0
HGNC:3588,FANCG,HGNC:3587,FANCF,,,0.9719887955182073,3.0,1.0
HGNC:3588,FANCG,HGNC:25009,UBE2T,,,0.9455040871934605,5.0,1.0
HGNC:25009,UBE2T,HGNC:23168,FANCM,,,0.917989417989418,11.0,1.0
HGNC:25009,UBE2T,HGNC:25568,FANCI,,,,,1.0
HGNC:25009,UBE2T,HGNC:9820,RAD51C,,,0.8866498740554156,19.0,1.0
HGNC:25009,UBE2T,HGNC:3436,ERCC4,,,,,1.0
HGNC:25009,UBE2T,HGNC:9817,RAD51,,,0.8943298969072165,17.0,
HGNC:25009,UBE2T,HGNC:26144,PALB2,,,0.8412322274881516,33.0,1.0
HGNC:25009,UBE2T,HGNC:3588,FANCG,,,0.9455040871934605,5.0,1.0
HGNC:25009,UBE2T,HGNC:3582,FANCA,,,,,1.0
HGNC:25009,UBE2T,HGNC:3587,FANCF,,,0.9722222222222222,1.0,1.0
HGNC:25009,UBE2T,HGNC:20748,FANCL,,,,,1.0
HGNC:25009,UBE2T,HGNC:1100,BRCA1,,,,,1.0
HGNC:25009,UBE2T,HGNC:3585,FANCD2,,,,,1.0
HGNC:25009,UBE2T,HGNC:3584,FANCC,,,,,1.0
HGNC:25009,UBE2T,HGNC:3583,FANCB,,,,,1.0
HGNC:25009,UBE2T,HGNC:3586,FANCE,,,,,1.0
HGNC:25009,UBE2T,HGNC:23845,SLX4,,,,,1.0
HGNC:3582,FANCA,HGNC:3584,FANCC,,,,,1.0
HGNC:3582,FANCA,HGNC:9820,RAD51C,,,,,1.0
HGNC:3582,FANCA,HGNC:3588,FANCG,,,,,1.0
HGNC:3582,FANCA,HGNC:25568,FANCI,,,,,1.0
HGNC:3582,FANCA,HGNC:25009,UBE2T,,,,,1.0
HGNC:3582,FANCA,HGNC:26144,PALB2,,,,,1.0
HGNC:3582,FANCA,HGNC:20473,BRIP1,,,,,1.0
HGNC:3582,FANCA,HGNC:3585,FANCD2,0.6951871657754011,38.0,,,1.0
HGNC:3582,FANCA,HGNC:3583,FANCB,,,,,1.0
HGNC:3582,FANCA,HGNC:23845,SLX4,,,,,1.0
HGNC:3582,FANCA,HGNC:3436,ERCC4,,,,,1.0
HGNC:3582,FANCA,HGNC:9817,RAD51,,,,,1.0
HGNC:3582,FANCA,HGNC:20748,FANCL,,,,,1.0
HGNC:3582,FANCA,HGNC:3586,FANCE,,,,,1.0
HGNC:3582,FANCA,HGNC:3587,FANCF,,,,,1.0
HGNC:3582,FANCA,HGNC:1101,BRCA2,,,,,1.0
HGNC:3582,FANCA,HGNC:23168,FANCM,,,,,1.0
HGNC:3583,FANCB,HGNC:1101,BRCA2,,,,,1.0
HGNC:3583,FANCB,HGNC:20748,FANCL,,,,,1.0
HGNC:3583,FANCB,HGNC:25009,UBE2T,,,,,1.0
HGNC:3583,FANCB,HGNC:23845,SLX4,,,,,1.0
HGNC:3583,FANCB,HGNC:9820,RAD51C,,,,,1.0
HGNC:3583,FANCB,HGNC:23168,FANCM,,,,,1.0
HGNC:3583,FANCB,HGNC:3587,FANCF,1.0,1.0,,,1.0
HGNC:3583,FANCB,HGNC:3586,FANCE,0.9166666666666666,3.0,,,1.0
HGNC:3583,FANCB,HGNC:3588,FANCG,,,,,1.0
HGNC:3583,FANCB,HGNC:3436,ERCC4,,,,,1.0
HGNC:3583,FANCB,HGNC:3582,FANCA,,,,,1.0
HGNC:3583,FANCB,HGNC:3584,FANCC,,,,,1.0
HGNC:3583,FANCB,HGNC:26144,PALB2,,,,,1.0
HGNC:3583,FANCB,HGNC:25568,FANCI,,,,,1.0
HGNC:3583,FANCB,HGNC:3585,FANCD2,,,,,1.0
HGNC:3583,FANCB,HGNC:20473,BRIP1,,,,,1.0
HGNC:3585,FANCD2,HGNC:3587,FANCF,,,,,1.0
HGNC:3585,FANCD2,HGNC:3588,FANCG,,,,,1.0
HGNC:3585,FANCD2,HGNC:9820,RAD51C,,,,,1.0
HGNC:3585,FANCD2,HGNC:3582,FANCA,0.6951871657754011,38.0,,,1.0
HGNC:3585,FANCD2,HGNC:3583,FANCB,,,,,1.0
HGNC:3585,FANCD2,HGNC:23168,FANCM,,,,,1.0
HGNC:3585,FANCD2,HGNC:3586,FANCE,,,,,1.0
HGNC:3585,FANCD2,HGNC:3584,FANCC,,,,,1.0
HGNC:3585,FANCD2,HGNC:3436,ERCC4,,,,,1.0
HGNC:3585,FANCD2,HGNC:20473,BRIP1,,,,,1.0
HGNC:3585,FANCD2,HGNC:20748,FANCL,,,,,1.0
HGNC:3585,FANCD2,HGNC:26144,PALB2,,,,,1.0
HGNC:3585,FANCD2,HGNC:25009,UBE2T,,,,,1.0
HGNC:3585,FANCD2,HGNC:25568,FANCI,,,,,1.0
HGNC:3585,FANCD2,HGNC:1101,BRCA2,,,,,1.0
HGNC:3585,FANCD2,HGNC:9817,RAD51,,,,,1.0
HGNC:3585,FANCD2,HGNC:23845,SLX4,,,,,1.0
HGNC:3586,FANCE,HGNC:1101,BRCA2,,,,,1.0
HGNC:3586,FANCE,HGNC:20748,FANCL,,,,,1.0
HGNC:3586,FANCE,HGNC:3582,FANCA,,,,,1.0
HGNC:3586,FANCE,HGNC:3583,FANCB,0.9166666666666666,3.0,,,1.0
